loss,accuracy,val_loss,val_accuracy
0.7945805191993713,0.5510534644126892,46.276458740234375,0.49392712116241455
0.69100421667099,0.5664505958557129,29.630146026611328,0.49392712116241455
0.6641241312026978,0.601296603679657,22.20397186279297,0.49392712116241455
0.6478394269943237,0.6175040602684021,18.49977684020996,0.49392712116241455
0.6388523578643799,0.6288492679595947,16.107070922851562,0.49392712116241455
0.6180912852287292,0.6628849506378174,14.581686019897461,0.49392712116241455
0.601309061050415,0.6717990040779114,13.48273754119873,0.49392712116241455
0.5866196751594543,0.6799027323722839,12.74267292022705,0.49392712116241455
0.5706291198730469,0.7034035921096802,12.138601303100586,0.49392712116241455
0.5576013922691345,0.7074554562568665,11.715253829956055,0.49392712116241455
0.5459421873092651,0.7131280303001404,11.430749893188477,0.49392712116241455
0.536876380443573,0.7147487998008728,11.065433502197266,0.49392712116241455
0.5240005850791931,0.734197735786438,10.753884315490723,0.49392712116241455
0.5121471285820007,0.7398703694343567,10.334685325622559,0.49392712116241455
0.501411497592926,0.7447325587272644,10.005857467651367,0.49392712116241455
0.48601004481315613,0.7568881511688232,9.73475170135498,0.49392712116241455
0.4831809103488922,0.7649918794631958,9.378992080688477,0.49392712116241455
0.478534460067749,0.7649918794631958,9.018939971923828,0.49392712116241455
0.46467939019203186,0.7787682414054871,8.631549835205078,0.49392712116241455
0.4639434516429901,0.7836304903030396,8.219614028930664,0.49392712116241455
0.45703625679016113,0.7811993360519409,7.803164958953857,0.49392712116241455
0.4490828812122345,0.7860615849494934,7.465507984161377,0.49392712116241455
0.4390805959701538,0.8055105209350586,7.325193405151367,0.49392712116241455
0.43121787905693054,0.7949756979942322,7.025184631347656,0.49392712116241455
0.4285390079021454,0.7990275621414185,6.673097133636475,0.49392712116241455
0.42536112666130066,0.8119935393333435,6.487105846405029,0.49392712116241455
0.4174940288066864,0.8079416751861572,6.190077781677246,0.49392712116241455
0.4165148437023163,0.8128038644790649,5.870378017425537,0.49392712116241455
0.40639403462409973,0.8095623850822449,5.594775199890137,0.49392712116241455
0.4039461314678192,0.8217179775238037,5.232492446899414,0.49392712116241455
0.3927200436592102,0.8306320905685425,5.087923049926758,0.49392712116241455
0.384640097618103,0.8249594569206238,4.7495036125183105,0.49392712116241455
0.38173091411590576,0.8314424753189087,4.644152641296387,0.49392712116241455
0.38222262263298035,0.8273906111717224,4.407064914703369,0.49392712116241455
0.3739493191242218,0.8395462036132812,4.194162368774414,0.49392712116241455
0.36777815222740173,0.8346839547157288,4.05322790145874,0.49392712116241455
0.36059099435806274,0.8476499319076538,3.7494964599609375,0.49392712116241455
0.358096718788147,0.8460291624069214,3.5241050720214844,0.49392712116241455
0.360624223947525,0.8403565883636475,3.1244285106658936,0.49392712116241455
0.34954631328582764,0.8557536602020264,2.669238567352295,0.49392712116241455
0.35031411051750183,0.8557536602020264,2.3073320388793945,0.49392712116241455
0.3531288802623749,0.8500810265541077,1.9124093055725098,0.49392712116241455
0.336788535118103,0.8606159090995789,1.7005287408828735,0.49392712116241455
0.3385339677333832,0.8646677732467651,1.4451873302459717,0.49392712116241455
0.3246925473213196,0.8654780983924866,1.0976885557174683,0.5101214647293091
0.3252533972263336,0.8679092526435852,0.9877055287361145,0.5344129800796509
0.32297006249427795,0.8727715015411377,0.7823482751846313,0.6032388806343079
0.31421878933906555,0.8816855549812317,0.743660032749176,0.5991902947425842
0.3202742040157318,0.8679092526435852,0.7677056193351746,0.5870445370674133
0.3114376664161682,0.8711507320404053,0.929725706577301,0.5060728788375854
0.30372142791748047,0.8865478038787842,1.0566381216049194,0.5101214647293091
0.3083522319793701,0.880064845085144,0.9867352843284607,0.5101214647293091
0.297099769115448,0.8824959397315979,1.1048896312713623,0.5101214647293091
0.2935100495815277,0.8897892832756042,1.1198058128356934,0.5101214647293091
0.29669317603111267,0.8881685733795166,1.0537874698638916,0.5141700506210327
0.2959197163581848,0.876823365688324,1.0410683155059814,0.5141700506210327
0.28461456298828125,0.8865478038787842,1.2238314151763916,0.5182186365127563
0.2838543951511383,0.8930308222770691,1.2506129741668701,0.52226722240448
0.29285380244255066,0.8824959397315979,1.18266761302948,0.52226722240448
0.2779081165790558,0.8946515321731567,1.7345569133758545,0.5101214647293091
0.27742716670036316,0.8914100527763367,1.4584850072860718,0.5060728788375854
0.2694511413574219,0.8995137810707092,1.5224614143371582,0.5060728788375854
0.265875905752182,0.8970826864242554,1.6101130247116089,0.5060728788375854
0.26370394229888916,0.8995137810707092,1.4976288080215454,0.5060728788375854
0.25873973965644836,0.8978930115699768,1.442588210105896,0.5060728788375854
0.2571672201156616,0.8978930115699768,1.761480689048767,0.5060728788375854
0.25110700726509094,0.9092382788658142,1.638213872909546,0.5060728788375854
0.2564052641391754,0.898703396320343,2.058199167251587,0.5060728788375854
0.2548562288284302,0.9027552604675293,2.2926714420318604,0.5060728788375854
0.2500161826610565,0.9059967398643494,2.36486554145813,0.5060728788375854
0.2638503611087799,0.895461916923523,1.9140667915344238,0.5060728788375854
0.24837371706962585,0.9051864147186279,2.074335813522339,0.5060728788375854
0.2743167579174042,0.8865478038787842,2.3413565158843994,0.5060728788375854
0.2441728562116623,0.9068071246147156,2.595456838607788,0.5060728788375854
0.23716776072978973,0.9100486040115356,2.994688034057617,0.5060728788375854
0.23372530937194824,0.9043760299682617,3.0661773681640625,0.5060728788375854
0.2351221889257431,0.9076175093650818,2.975979804992676,0.5060728788375854
0.22446559369564056,0.9181523323059082,2.7071034908294678,0.5060728788375854
0.2230049967765808,0.9157212376594543,2.967742681503296,0.5060728788375854
0.2291710376739502,0.9157212376594543,2.784358024597168,0.5060728788375854
0.2311316281557083,0.9124797582626343,3.823438882827759,0.5060728788375854
0.22140146791934967,0.9222041964530945,3.577070951461792,0.5060728788375854
0.2037627100944519,0.9327390789985657,4.39785623550415,0.5060728788375854
0.20552122592926025,0.9230145812034607,4.849356174468994,0.5060728788375854
0.20438840985298157,0.9286872148513794,4.040407657623291,0.5060728788375854
0.19778519868850708,0.9335494041442871,4.260295867919922,0.5060728788375854
0.1943812072277069,0.9384116530418396,3.696873426437378,0.5060728788375854
0.18839780986309052,0.9384116530418396,3.3232717514038086,0.5101214647293091
0.188197061419487,0.9359805583953857,2.812366247177124,0.5344129800796509
0.19257678091526031,0.9359805583953857,2.9831926822662354,0.5141700506210327
0.18819530308246613,0.9319286942481995,1.9040498733520508,0.6032388806343079
0.17717523872852325,0.9384116530418396,1.613573670387268,0.6194332242012024
